Draw number,Draw date,draw_date_iso,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Winning Number 7,Supplementary Number 1,Supplementary Number 2,Supplementary Number 3,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount,Division 6 winners,Division 6 winners in WA,Division 6 prize pool,Division 6 amount,Division 7 winners,Division 7 winners in WA,Division 7 prize pool,Division 7 amount
633,04/04/2006,2006-04-04,20,38,27,32,19,45,22.0,39,15,,0.0,0.0,0.0,0.0,1.0,1.0,66666.7,66666.7,17.0,4.0,137254.6,8073.8,195.0,37.0,70590.0,362.0,1868.0,269.0,82378.8,44.1,42786.0,6625.0,941292.0,22.0,76064.0,12004.0,1053486.4,13.85
634,11/04/2006,2006-04-11,1,10,6,19,9,29,8.0,3,14,,0.0,0.0,0.0,0.0,15.0,0.0,94759.5,6317.3,128.0,11.0,195091.2,1524.15,679.0,87.0,100322.25,147.75,4440.0,561.0,116994.0,26.35,82017.0,11479.0,1336877.1,16.3,133890.0,18645.0,1499568.0,11.2
635,18/04/2006,2006-04-18,4,25,10,16,19,22,8.0,15,20,,0.0,0.0,0.0,0.0,2.0,1.0,119477.2,59738.6,75.0,12.0,245981.25,3279.75,470.0,62.0,126500.5,269.15,4430.0,620.0,147519.0,33.3,90331.0,12968.0,1684673.15,18.65,153100.0,21659.0,1890785.0,12.35
636,25/04/2006,2006-04-25,1,9,33,2,24,26,5.0,13,40,,1.0,1.0,15000000.0,15000000.0,3.0,2.0,126772.95,42257.65,56.0,18.0,261002.0,4660.75,471.0,74.0,134235.0,285.0,3679.0,567.0,156541.45,42.55,86564.0,12232.0,1791874.8,20.7,154347.0,21206.0,2006511.0,13.0
637,02/05/2006,2006-05-02,44,30,13,41,25,31,24.0,19,35,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,131390.7,6915.3,103.0,24.0,45479.65,441.55,1029.0,165.0,53044.95,51.55,24462.0,4226.0,606657.6,24.8,48179.0,8230.0,679323.9,14.1
638,09/05/2006,2006-05-09,44,35,37,26,12,39,4.0,41,6,,0.0,0.0,0.0,0.0,1.0,0.0,43288.4,43288.4,11.0,4.0,89123.1,8102.1,108.0,26.0,45835.2,424.4,1170.0,183.0,53469.0,45.7,27254.0,4522.0,610489.6,22.4,45168.0,7877.0,684295.2,15.15
639,16/05/2006,2006-05-16,3,12,17,23,15,9,29.0,19,22,,0.0,0.0,0.0,0.0,1.0,0.0,52839.8,52839.8,44.0,10.0,108787.8,2472.45,285.0,36.0,55945.5,196.3,2111.0,299.0,65229.9,30.9,43161.0,6216.0,746685.3,17.3,78115.0,11557.0,835830.5,10.7
640,23/05/2006,2006-05-23,23,34,27,17,40,32,2.0,3,25,,0.0,0.0,0.0,0.0,2.0,1.0,60048.0,30024.0,21.0,6.0,123628.05,5887.05,201.0,31.0,63576.3,316.3,1703.0,238.0,74165.65,43.55,38116.0,5032.0,848081.0,22.25,67842.0,9161.0,949788.0,14.0
641,30/05/2006,2006-05-30,43,24,33,26,2,1,20.0,29,30,,0.0,0.0,0.0,0.0,1.0,0.0,65593.1,65593.1,23.0,2.0,135044.5,5871.5,151.0,22.0,69452.45,459.95,1655.0,231.0,81012.25,48.95,38884.0,5709.0,925439.2,23.8,74293.0,10454.0,1036387.35,13.95
642,06/06/2006,2006-06-06,16,23,35,26,29,33,20.0,7,11,,0.0,0.0,0.0,0.0,2.0,1.0,94849.3,47424.65,49.0,6.0,195277.25,3985.25,338.0,44.0,100436.7,297.15,2829.0,352.0,117120.6,41.4,62389.0,7616.0,1338244.05,21.45,116760.0,13627.0,1500366.0,12.85
643,13/06/2006,2006-06-13,11,3,17,28,14,12,40.0,8,1,,0.0,0.0,0.0,0.0,4.0,1.0,117702.8,29425.7,49.0,12.0,242329.5,4945.5,423.0,57.0,124636.95,294.65,3453.0,404.0,145371.3,42.1,81696.0,10457.0,1662513.6,20.35,151971.0,18886.0,1861644.75,12.25
644,20/06/2006,2006-06-20,40,19,25,2,11,43,13.0,1,4,,0.0,0.0,0.0,0.0,1.0,0.0,137966.55,137966.55,87.0,7.0,284050.65,3264.95,417.0,50.0,146075.1,350.3,4107.0,518.0,170440.5,41.5,95151.0,11907.0,1945837.95,20.45,171500.0,22010.0,2186625.0,12.75
645,27/06/2006,2006-06-27,29,22,32,43,8,16,26.0,27,7,,0.0,0.0,18999707.15,0.0,6.0,0.0,191929.5,31988.25,106.0,13.0,395146.8,3727.8,606.0,101.0,203222.1,335.35,5913.0,905.0,237111.3,40.1,133338.0,18692.0,2706761.4,20.3,238071.0,32775.0,3035405.25,12.75
646,04/07/2006,2006-07-04,13,35,16,44,37,23,27.0,17,8,,1.0,1.0,25000000.0,25000000.0,8.0,2.0,248935.6,31116.95,139.0,29.0,512513.85,3687.15,975.0,157.0,263591.25,270.35,7831.0,1062.0,307366.75,39.25,171174.0,21839.0,3517625.7,20.55,304989.0,39154.0,3934358.1,12.9
647,11/07/2006,2006-07-11,43,2,36,8,42,10,28.0,40,13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,144163.8,6552.9,169.0,34.0,49905.7,295.3,1318.0,211.0,58189.7,44.15,30268.0,5024.0,665896.0,22.0,57008.0,9034.0,746804.8,13.1
648,18/07/2006,2006-07-18,16,2,36,45,3,34,42.0,37,38,,0.0,0.0,1148576.7,0.0,1.0,0.0,48865.35,48865.35,25.0,7.0,100605.0,4024.2,130.0,15.0,51740.0,398.0,1043.0,187.0,60337.55,57.85,26968.0,4519.0,690380.8,25.6,48522.0,7792.0,773925.9,15.95
649,25/07/2006,2006-07-25,33,37,27,16,13,45,5.0,41,18,,0.0,0.0,0.0,0.0,1.0,0.0,51886.3,51886.3,24.0,3.0,106825.2,4451.05,183.0,32.0,54936.6,300.2,1790.0,280.0,64082.0,35.8,37953.0,6032.0,732492.9,19.3,60659.0,9762.0,821929.45,13.55
650,01/08/2006,2006-08-01,8,38,42,34,12,44,26.0,40,37,,0.0,0.0,0.0,0.0,2.0,0.0,61313.7,30656.85,31.0,4.0,126233.55,4072.05,183.0,27.0,64919.25,354.75,1773.0,272.0,75707.1,42.7,38923.0,5669.0,866036.75,22.25,66837.0,9543.0,969136.5,14.5
651,08/08/2006,2006-08-08,27,4,24,35,20,31,29.0,16,25,,0.0,0.0,0.0,0.0,2.0,1.0,76176.3,38088.15,59.0,7.0,156833.8,2658.2,328.0,43.0,80655.2,245.9,2505.0,365.0,94062.75,37.55,52084.0,7785.0,1075534.6,20.65,90267.0,13053.0,1205064.45,13.35
652,15/08/2006,2006-08-15,12,17,41,16,25,40,38.0,30,13,,0.0,0.0,0.0,0.0,1.0,0.0,111179.0,111179.0,45.0,2.0,228897.0,5086.6,319.0,44.0,117711.0,369.0,3026.0,359.0,137380.4,45.4,67227.0,8940.0,1569750.45,23.35,123057.0,16302.0,1759715.1,14.3
653,22/08/2006,2006-08-22,39,41,44,17,19,22,43.0,23,29,,0.0,0.0,0.0,0.0,5.0,0.0,141031.0,28206.2,119.0,18.0,290360.0,2440.0,527.0,50.0,149325.45,283.35,4119.0,553.0,174233.7,42.3,93530.0,11731.0,1992189.0,21.3,169661.0,21956.0,2231042.15,13.15
654,29/08/2006,2006-08-29,39,42,38,11,43,14,15.0,40,44,,1.0,0.0,16465447.72,16465447.72,2.0,0.0,162324.1,81162.05,76.0,9.0,334194.8,4397.3,500.0,67.0,171875.0,343.75,4208.0,552.0,200511.2,47.65,102294.0,13513.0,2291385.6,22.4,184731.0,24269.0,2567760.9,13.9
655,05/09/2006,2006-09-05,20,17,22,23,15,45,39.0,12,8,,0.0,0.0,0.0,0.0,1.0,1.0,52340.65,52340.65,21.0,1.0,107760.45,5131.45,160.0,31.0,55416.0,346.35,1369.0,192.0,64685.25,47.25,32760.0,4944.0,738738.0,22.55,62541.0,9370.0,828668.25,13.25
656,12/09/2006,2006-09-12,2,6,30,9,28,37,32.0,12,10,,0.0,0.0,0.0,0.0,1.0,0.0,53561.75,53561.75,18.0,3.0,110274.3,6126.35,197.0,36.0,56716.3,287.9,1440.0,202.0,66168.0,45.95,33929.0,4846.0,756616.7,22.3,68339.0,9966.0,847403.6,12.4
657,19/09/2006,2006-09-19,5,34,2,21,43,3,15.0,17,11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,185247.0,6861.0,188.0,27.0,64126.8,341.1,1754.0,249.0,74808.1,42.65,39623.0,5669.0,855856.8,21.6,77131.0,10744.0,956424.4,12.4
658,26/09/2006,2006-09-26,36,3,33,6,38,44,37.0,15,41,,0.0,0.0,0.0,0.0,1.0,0.0,78404.25,78404.25,30.0,7.0,161421.0,5380.7,233.0,37.0,83017.9,356.3,2158.0,253.0,96894.2,44.9,50414.0,6510.0,1106587.3,21.95,84304.0,11503.0,1239268.8,14.7
659,03/10/2006,2006-10-03,18,43,24,33,34,23,8.0,32,25,,1.0,0.0,10000000.0,10000000.0,2.0,0.0,101315.5,50657.75,81.0,8.0,208591.2,2575.2,331.0,32.0,107277.1,324.1,3049.0,309.0,125161.45,41.05,66584.0,7729.0,1431556.0,21.5,116195.0,13528.0,1603491.0,13.8
660,10/10/2006,2006-10-10,25,17,21,38,8,31,2.0,12,3,,0.0,0.0,0.0,0.0,1.0,0.0,49052.6,49052.6,34.0,12.0,100990.2,2970.3,179.0,29.0,51936.85,290.15,1409.0,264.0,60587.0,43.0,32222.0,4926.0,692773.0,21.5,61931.0,9038.0,777234.05,12.55
661,17/10/2006,2006-10-17,32,11,45,22,42,33,37.0,24,41,,0.0,0.0,0.0,0.0,1.0,0.0,56348.35,56348.35,49.0,8.0,116012.4,2367.6,182.0,24.0,59659.6,327.8,1747.0,237.0,69617.95,39.85,36793.0,5241.0,794728.8,21.6,60901.0,8879.0,892199.65,14.65
662,24/10/2006,2006-10-24,3,31,14,41,32,9,5.0,16,43,,0.0,0.0,0.0,0.0,2.0,0.0,61984.0,30992.0,32.0,2.0,127614.4,3987.95,197.0,20.0,65630.55,333.15,1649.0,225.0,76596.05,46.45,38091.0,5081.0,874188.45,22.95,65405.0,8990.0,981075.0,15.0
663,31/10/2006,2006-10-31,33,6,25,3,37,43,21.0,4,29,,0.0,0.0,0.0,0.0,1.0,0.0,70225.0,70225.0,49.0,5.0,144581.85,2950.65,202.0,23.0,74356.2,368.1,2346.0,304.0,86802.0,37.0,48346.0,6703.0,991093.0,20.5,79411.0,11570.0,1111754.0,14.0
664,07/11/2006,2006-11-07,9,6,30,38,16,7,31.0,44,34,,0.0,0.0,0.0,0.0,4.0,1.0,89777.6,22444.4,50.0,7.0,184835.0,3696.7,252.0,35.0,95054.4,377.2,2356.0,347.0,110849.8,47.05,57822.0,7887.0,1266301.8,21.9,98816.0,13154.0,1422950.4,14.4
665,14/11/2006,2006-11-14,36,18,4,2,43,29,9.0,20,1,,1.0,0.0,13000000.0,13000000.0,12.0,1.0,120663.0,10055.25,85.0,11.0,248425.25,2922.65,466.0,50.0,127753.9,274.15,3670.0,498.0,149002.0,40.6,81659.0,10573.0,1702590.15,20.85,144707.0,18344.0,1910132.4,13.2
666,21/11/2006,2006-11-21,11,12,39,24,29,6,36.0,35,20,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,150869.5,7940.5,151.0,15.0,52223.35,345.85,1564.0,224.0,60917.8,38.95,35402.0,5004.0,695649.3,19.65,58708.0,8794.0,780816.4,13.3
667,28/11/2006,2006-11-28,14,41,7,16,23,8,24.0,21,26,,0.0,0.0,0.0,0.0,3.0,1.0,56037.15,18679.05,51.0,4.0,115369.65,2262.15,177.0,27.0,59330.4,335.2,1775.0,219.0,69225.0,39.0,37463.0,5220.0,790469.3,21.1,68583.0,9471.0,888149.85,12.95
668,05/12/2006,2006-12-05,39,6,34,4,13,23,32.0,22,15,,0.0,0.0,0.0,0.0,1.0,0.0,65275.95,65275.95,36.0,7.0,134391.6,3733.1,168.0,23.0,69115.2,411.4,1922.0,285.0,80627.9,41.95,42138.0,5872.0,920715.3,21.85,73528.0,10281.0,1033068.4,14.05
669,12/12/2006,2006-12-12,18,37,10,27,6,20,33.0,25,17,,0.0,0.0,0.0,0.0,3.0,1.0,74509.5,24836.5,39.0,6.0,153402.6,3933.4,268.0,32.0,78885.8,294.35,2322.0,315.0,92067.3,39.65,50574.0,7280.0,1051939.2,20.8,89198.0,12838.0,1177413.6,13.2
